"0107","003.1     ","PIS SOBRE VENDAS             ","TF ","00120369 ","0","IMPOSTOS FEDERAIS   ","20140925","20140925","169"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000174367","E","FARBEM S/A INDUSTRIA","20141226","20141229","904,64"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000078974","A","FERRAGENS 3F DO BRAS","20141203","20141203","1110,07"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000078974","B","FERRAGENS 3F DO BRAS","20141217","20141217","1072,85"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000078974","C","FERRAGENS 3F DO BRAS","20141231","20141231","1072,86"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","183205   ","A","FERRAGENS NEGRAO COM","20141212","20141212","689,93"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0027516  ","A","FLORAPLAC MDF       ","20141030","20141030","13708,65"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0027516  ","B","FLORAPLAC MDF       ","20141201","20141201","13708,64"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0028776  ","A","FLORAPLAC MDF       ","20141215","20141212","7760,16"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0028776  ","B","FLORAPLAC MDF       ","20141229","20141229","7760,16"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0027516  ","C","FLORAPLAC MDF       ","20141229","20141215","13708,64"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000201861","A","FORMICA FORMILINE IN","20141126","20141126","1775,13"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000201861","B","FORMICA FORMILINE IN","20141210","20141210","1136,44"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000201861","C","FORMICA FORMILINE IN","20141224","20141224","1136,44"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000206621","A","FORMICA FORMILINE IN","20141229","20141229","3248,51"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000535531","A","HENKEL              ","20141218","20141218","2555,63"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000537315","A","HENKEL              ","20141223","20141219","536,63"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000535531","B","HENKEL              ","20141226","20141219","2480,46"
"0202","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000537315","B","HENKEL              ","20141230","20141230","520,85"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001785"," ","JATOBA PARAUAPEBAS  ","20141229","20141229","707,85"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001306"," ","LOJA JATOBA         ","20141125","        ","2216,76"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001635"," ","LOJAS JATOBA        ","20141106","20141106","135"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000007590"," ","LOJAS JATOBA        ","20141113","20141113","567,78"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000007591"," ","LOJAS JATOBA        ","20141128","        ","204,07"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","5001783  ","A","OI BRASIL           ","20141114","20141114","545,09"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","5001783  ","B","OI BRASIL           ","20141201","20141201","545,09"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","5001783  ","C","OI BRASIL           ","20141215","20141215","545,09"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","5114306  ","A","OI BRASIL           ","20141215","20141215","558,51"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","5114306  ","B","OI BRASIL           ","20141229","20141229","558,51"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0102209  ","A","PRAT-K UTILIDADES LT","20141030","20141030","2403,99"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0102209  ","B","PRAT-K UTILIDADES LT","20141114","20141114","2403,99"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0102209  ","C","PRAT-K UTILIDADES LT","20141201","20141201","2403,99"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0102209  ","D","PRAT-K UTILIDADES LT","20141215","20141215","2403,99"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","0102209  ","E","PRAT-K UTILIDADES LT","20141229","20141229","2403,99"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","009558   "," ","RODILINE INDUSTRIA E","20141211","20141211","2049,01"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001545","A","SEARA  COMERCIO DE M","20141118","20141118","828,37"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001545","B","SEARA  COMERCIO DE M","20141218","20141203","828,37"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000029811","A","SIM FERRAGENS       ","20141117","20141117","827,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","29789    ","A","SIM FERRAGENS       ","20141118","20141117","839,61"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000029811","B","SIM FERRAGENS       ","20141201","20141201","827,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","29789    ","B","SIM FERRAGENS       ","20141203","20141218","839,61"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000030510","A","SIM FERRAGENS       ","20141212","20141212","821,56"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000029811","C","SIM FERRAGENS       ","20141215","20141215","827,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","29789    ","C","SIM FERRAGENS       ","20141218","20141218","839,61"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000030510","B","SIM FERRAGENS       ","20141226","20141226","821,32"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000029811","D","SIM FERRAGENS       ","20141229","20141229","827,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000000714"," ","V & O COMERCIO      ","20141114","20141114","2100"
"0202","301       ","FRETES EXTERNOS               ","BOL","49116861 ","1","CLAUDIO JOSE LOUZADA","20140228","20140228","400"
"0202","301       ","FRETES EXTERNOS               ","BOL","42947916 ","1","EDILSON GONCALVES   ","20140317","20140315","770"
"0202","301       ","FRETES EXTERNOS               ","NF "," 39225042","0","FRETE PROPRIO JATOBA","20140606","20140606","1540"
"0202","301       ","FRETES EXTERNOS               ","RC ","45552408 ","0","FRETE PROPRIO JATOBA","20140607","20140607","800"
"0202","301       ","FRETES EXTERNOS               ","DH ","665048   "," ","FRETE PROPRIO JATOBA","20140717","20140717","853"
"0202","301       ","FRETES EXTERNOS               ","NF ","44154461 "," ","FRETE PROPRIO JATOBA","20141007","20141007","2760"
"0202","301       ","FRETES EXTERNOS               ","DH ","4353612  "," ","FRETE PROPRIO JATOBA","20141020","20141020","840"
"0202","301       ","FRETES EXTERNOS               ","NF ","2035152  "," ","FRETE PROPRIO JATOBA","20141023","20141024","2760"
"0202","301       ","FRETES EXTERNOS               ","BOL","44216798 ","1","NELSON JOSE         ","20140417","20140417","800"
"0202","301       ","FRETES EXTERNOS               ","RC ","45979473 ","0","RAIMUNDO ARAGAO     ","20140607","20140607","500"
"0202","301       ","FRETES EXTERNOS               ","NF ","113735   "," ","TRANSPORTADORA PENHE","20140306","20140428","141,02"
"0202","301       ","FRETES EXTERNOS               ","BOL","3925     ","1","TRANSPORTADORA PENHE","20140310","20140310","782,19"
"0202","301       ","FRETES EXTERNOS               ","NF ","114085   "," ","TRANSPORTADORA PENHE","20140319","20140428","291,89"
"0107","301       ","FRETES EXTERNOS               ","NF ","00000542 ","A","TRANSPORTADORA PENHE","20140827","20140827","905,6"
"0107","301       ","FRETES EXTERNOS               ","NF ","00000542 ","B","TRANSPORTADORA PENHE","20140915","        ","905,6"
"0107","301       ","FRETES EXTERNOS               ","NF ","141724   "," ","TRANSPORTADORA PENHE","20141119","20141119","296,92"
"0107","301       ","FRETES EXTERNOS               ","NF ","141808   "," ","TRANSPORTADORA PENHE","20141119","20141119","626,71"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000030475","A","ARCHI PUXADORES LTDA","20140225","20140225","1945,94"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000030475","B","ARCHI PUXADORES LTDA","20140325","20140325","1945,94"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000030475","C","ARCHI PUXADORES LTDA","20140422","20140422","1945,95"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000032167","A","ARCHI PUXADORES LTDA","20140502","20140502","3024,27"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000032167","B","ARCHI PUXADORES LTDA","20140529","20140529","3024,27"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000032167","C","ARCHI PUXADORES LTDA","20140626","20140626","3024,26"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","36858    ","A","ARCHI PUXADORES LTDA","20141110","20141110","4178,09"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","36858    ","B","ARCHI PUXADORES LTDA","20141208","20141208","4178,09"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000395564","A","CISER-CIA INDL H CAR","20140221","20140222","745,35"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000395564","B","CISER-CIA INDL H CAR","20140314","20140314","745,35"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000395564","C","CISER-CIA INDL H CAR","20140403","20140403","745,35"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","DH ","070367   "," ","COMERCIAL FAZENDAO  ","20140731","20140731","15,8"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","BOL","960      ","4","COMPENSADOS NOVO MIL","20140306","20140306","4967,37"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","BOL","960      ","5","COMPENSADOS NOVO MIL","20140321","20140321","4967,37"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001003","A","COMPENSADOS NOVO MIL","20140327","20140414","3971,88"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001003","B","COMPENSADOS NOVO MIL","20140428","20140428","3971,88"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001003","C","COMPENSADOS NOVO MIL","20140513","20140514","3971,88"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001040","A","COMPENSADOS NOVO MIL","20140515","20140602","5427,19"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001003","D","COMPENSADOS NOVO MIL","20140528","20140529","3971,88"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001040","B","COMPENSADOS NOVO MIL","20140530","20140715","5427,19"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001003","E","COMPENSADOS NOVO MIL","20140612","20140612","3971,88"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001040","C","COMPENSADOS NOVO MIL","20140616","20140616","5427,19"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001040","D","COMPENSADOS NOVO MIL","20140630","20140630","5427,19"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001073","A","COMPENSADOS NOVO MIL","20140707","20140710","5446,5"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001040","E","COMPENSADOS NOVO MIL","20140714","20140715","5427,18"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001073","B","COMPENSADOS NOVO MIL","20140721","20140721","5446,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001073","C","COMPENSADOS NOVO MIL","20140805","20140731","5446,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001095","A","COMPENSADOS NOVO MIL","20140818","20140816","5724,17"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001073","D","COMPENSADOS NOVO MIL","20140820","20140820","5446,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001095","B","COMPENSADOS NOVO MIL","20140901","20140901","5723,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001073","E","COMPENSADOS NOVO MIL","20140904","20140904","5446,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001095","C","COMPENSADOS NOVO MIL","20140915","20140912","5723,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001115","A","COMPENSADOS NOVO MIL","20140926","20140924","5555,87"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001095","D","COMPENSADOS NOVO MIL","20140930","20140930","5723,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001115","B","COMPENSADOS NOVO MIL","20141011","20141013","5555,87"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001095","E","COMPENSADOS NOVO MIL","20141015","20141015","5723,2"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001115","C","COMPENSADOS NOVO MIL","20141028","20141028","5555,87"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001115","D","COMPENSADOS NOVO MIL","20141110","20141024","5555,87"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000001115","E","COMPENSADOS NOVO MIL","20141125","20141128","5555,88"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","1521330  ","A","COTRIL              ","20140819","20140819","227,08"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","1521330  ","B","COTRIL              ","20140918","20140918","227,08"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","1521330  ","C","COTRIL              ","20141020","20141018","227,09"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000000541"," ","CRIATIVA PUXADORES M","20140623","20140725","1815"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","00000541 ","A","CRIATIVA PUXADORES M","20140725","20140725","605"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","00000541 ","B","CRIATIVA PUXADORES M","20140806","20140730","605"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","00000541 ","C","CRIATIVA PUXADORES M","20140822","20140822","605"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","BOL","15032    ","5","CRIATIVA-IND. E COM.","20140318","20140318","1717,79"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","15978    ","A","CRIATIVA-IND. E COM.","20140414","20140414","714,73"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","15978    ","B","CRIATIVA-IND. E COM.","20140428","20140428","714,72"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","15978    ","C","CRIATIVA-IND. E COM.","20140512","20140514","714,72"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","15978    ","D","CRIATIVA-IND. E COM.","20140527","20140527","714,72"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","15978    ","E","CRIATIVA-IND. E COM.","20140611","20140611","714,72"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","18383    ","A","CRIATIVA-IND. E COM.","20141009","20141009","1311,51"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","18383    ","B","CRIATIVA-IND. E COM.","20141024","20141024","1311,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","18383    ","C","CRIATIVA-IND. E COM.","20141110","20141110","1311,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","18383    ","D","CRIATIVA-IND. E COM.","20141124","20141124","1311,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","18383    ","E","CRIATIVA-IND. E COM.","20141208","20141205","1311,53"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","DH ","71890046 "," ","CROQUI MOVEIS       ","20140730","20140731","500"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","31690    ","A","DUCASSE BRASIL      ","20140319","20140410","1497,45"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NDF","000001996","A","DUCASSE BRASIL      ","20140325","20140428","1638"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NDF","000000006","A","DUCASSE BRASIL      ","20140325","20140428","1638"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","31690    ","B","DUCASSE BRASIL      ","20140403","20140403","1497,45"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32078    ","A","DUCASSE BRASIL      ","20140414","20140414","1983,13"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","31690    ","C","DUCASSE BRASIL      ","20140418","20140423","1497,91"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NDF","000000022","A","DUCASSE BRASIL      ","20140424","20140428","1638"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32078    ","B","DUCASSE BRASIL      ","20140428","20140428","1983,13"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32078    ","C","DUCASSE BRASIL      ","20140513","20140513","1983,73"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32892    ","A","DUCASSE BRASIL      ","20140605","20140620","545,95"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32892    ","B","DUCASSE BRASIL      ","20140620","20140605","545,95"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","32892    ","C","DUCASSE BRASIL      ","20140707","20140710","546,1"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","33433    ","A","DUCASSE BRASIL      ","20140707","20140716","975,34"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","33433    ","B","DUCASSE BRASIL      ","20140721","20140724","975,34"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","33433    ","C","DUCASSE BRASIL      ","20140804","20140730","975,62"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0070132  ","A","EUCATEX ECTX S/A    ","20140314","20140414","1006,17"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","BOL","48510116 ","1","EUCATEX ECTX S/A    ","20140324","20140324","1245,44"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0070211  ","A","EUCATEX ECTX S/A    ","20140331","20140331","842,44"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0070132  ","B","EUCATEX ECTX S/A    ","20140414","20140414","1006,17"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0070211  ","B","EUCATEX ECTX S/A    ","20140428","20140428","842,44"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0070132  ","C","EUCATEX ECTX S/A    ","20140513","20140513","1006,46"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0110468  ","A","EUCATEX ECTX S/A    ","20141009","20141022","791,48"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0110468  ","B","EUCATEX ECTX S/A    ","20141029","20141029","791,48"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","DH ","39082399 "," ","EUSELI              ","20140719","20140721","60"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000010200","A","EVEREST DISTR.DE AME","20140825","20140825","745,3"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000010200","B","EVEREST DISTR.DE AME","20140908","20140908","745,3"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000010200","C","EVEREST DISTR.DE AME","20140922","20140922","745,3"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000153398","A","FARBEM S/A INDUSTRIA","20140328","20140328","1708,59"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000153398","B","FARBEM S/A INDUSTRIA","20140404","20140404","885,18"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000153398","C","FARBEM S/A INDUSTRIA","20140411","20140411","885,18"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000153398","D","FARBEM S/A INDUSTRIA","20140415","20140415","885,18"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000161564","A","FARBEM S/A INDUSTRIA","20140710","20140723","2038,19"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000161564","B","FARBEM S/A INDUSTRIA","20140717","20140723","1034,82"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000161564","C","FARBEM S/A INDUSTRIA","20140724","20140725","1034,82"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000161564","D","FARBEM S/A INDUSTRIA","20140728","20140728","1034,82"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000165676","A","FARBEM S/A INDUSTRIA","20140901","20140901","2067,7"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000165676","B","FARBEM S/A INDUSTRIA","20140908","20140908","1044,04"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000165676","C","FARBEM S/A INDUSTRIA","20140915","20140912","1044,04"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000165676","D","FARBEM S/A INDUSTRIA","20140919","20140919","1044,05"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","149090   ","A","FERRAGENS NEGRAO COM","20140303","20140228","682,58"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","149090   ","B","FERRAGENS NEGRAO COM","20140317","20140317","657,98"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","149090   ","C","FERRAGENS NEGRAO COM","20140401","20140401","657,98"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","158439   ","A","FERRAGENS NEGRAO COM","20140522","20140522","767,25"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","160440   "," ","FERRAGENS NEGRAO COM","20140602","20140602","179,74"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","158439   ","B","FERRAGENS NEGRAO COM","20140623","20140623","767,25"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","162745   ","A","FERRAGENS NEGRAO COM","20140630","20140628","583,28"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","162745   ","B","FERRAGENS NEGRAO COM","20140728","20140728","583,26"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","166266   ","A","FERRAGENS NEGRAO COM","20140728","20140728","1418,45"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","168546   ","A","FERRAGENS NEGRAO COM","20140818","20140816","768,51"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","166266   ","B","FERRAGENS NEGRAO COM","20140826","20140826","1418,43"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","162745   ","C","FERRAGENS NEGRAO COM","20140827","20140827","583,26"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","168546   ","B","FERRAGENS NEGRAO COM","20140915","20140912","768,51"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","166266   ","C","FERRAGENS NEGRAO COM","20140925","20140925","1418,43"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","175689   "," ","FERRAGENS NEGRAO COM","20141013","20141013","1818,19"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000084017","A","FGVTN BRASIL LTDA   ","20140411","20140411","1834,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000084017","B","FGVTN BRASIL LTDA   ","20140428","20140428","1834,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000084017","C","FGVTN BRASIL LTDA   ","20140512","20140514","1834,53"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000091978","A","FGVTN BRASIL LTDA   ","20140827","20140827","913,31"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000091978","B","FGVTN BRASIL LTDA   ","20140911","20140911","913,31"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","000091978","C","FGVTN BRASIL LTDA   ","20140926","20140926","913,32"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","96618    ","A","FGVTN BRASIL LTDA   ","20141110","20141110","1219,25"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","96618    ","B","FGVTN BRASIL LTDA   ","20141124","20141124","1219,25"
"0107","302       ","PAGAMENTO A FORNECEDORES      ","NF ","96618    ","C","FGVTN BRASIL LTDA   ","20141208","20141208","1219,26"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022321  ","A","FLORAPLAC MDF       ","20140319","20140320","14369,01"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0023050  ","A","FLORAPLAC MDF       ","20140409","20140409","22877,2"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022843  ","A","FLORAPLAC MDF       ","20140414","20140414","5085,45"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022321  ","B","FLORAPLAC MDF       ","20140418","20140422","14369,01"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0023050  ","B","FLORAPLAC MDF       ","20140424","20140424","22877,19"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022843  ","B","FLORAPLAC MDF       ","20140513","20140514","5085,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022321  ","C","FLORAPLAC MDF       ","20140519","20140519","14369,02"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0023790  ","A","FLORAPLAC MDF       ","20140529","20140529","6199,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024106  ","A","FLORAPLAC MDF       ","20140612","20140612","15525,45"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0022843  ","C","FLORAPLAC MDF       ","20140612","20140612","5085,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0023790  ","B","FLORAPLAC MDF       ","20140630","20140628","6199,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024709  ","A","FLORAPLAC MDF       ","20140707","20140723","9351,57"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024106  ","B","FLORAPLAC MDF       ","20140714","20140723","15525,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0023790  ","C","FLORAPLAC MDF       ","20140728","20140728","6199,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0025759  "," ","FLORAPLAC MDF       ","20140730","20140729","16543,45"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0025255  ","A","FLORAPLAC MDF       ","20140801","20140731","11228,87"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024709  ","B","FLORAPLAC MDF       ","20140804","20140731","9351,56"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024106  ","C","FLORAPLAC MDF       ","20140811","20140811","15525,44"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0025721  ","A","FLORAPLAC MDF       ","20140825","20140823","8854,55"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0025255  ","B","FLORAPLAC MDF       ","20140901","20140901","11228,86"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0024709  ","C","FLORAPLAC MDF       ","20140903","20140903","9351,56"
"0202","302       ","PAGAMENTO A FORNECEDORES      ","NF ","0025721  ","B","FLORAPLAC MDF       ","20140922","20140922","8854,55"
